Cust_id,age,job,marital,education,default,balance,housing,loan
ABC38257,30,services,single,secondary,no,581,yes,no
ABC38259,30,blue-collar,single,secondary,no,592,yes,no
ABC38266,32,blue-collar,single,secondary,no,2597,yes,no
ABC38268,32,blue-collar,single,secondary,no,-234,yes,no
ABC38273,32,services,single,tertiary,no,1531,yes,no
ABC38275,37,blue-collar,single,primary,no,851,yes,no
ABC38276,31,blue-collar,single,tertiary,no,4561,yes,no
ABC38278,30,blue-collar,single,primary,no,413,yes,no
ABC38286,32,blue-collar,single,secondary,no,75,yes,no
ABC38288,35,blue-collar,single,secondary,no,705,yes,yes
ABC38293,31,blue-collar,single,secondary,no,39,yes,no
ABC38294,53,blue-collar,single,primary,no,210,yes,no
ABC38300,30,blue-collar,single,tertiary,no,1323,yes,no
ABC38303,32,services,single,secondary,no,-341,no,no
ABC38305,29,management,single,tertiary,no,499,yes,no
ABC38308,29,services,single,secondary,no,710,yes,yes
ABC38309,38,blue-collar,single,primary,no,1583,yes,no
ABC38322,35,blue-collar,single,secondary,no,-89,yes,no
ABC38324,38,blue-collar,single,secondary,no,1270,yes,yes
ABC38329,32,services,single,secondary,no,1987,yes,no
ABC38330,29,blue-collar,single,primary,no,-24,yes,no
ABC38333,31,blue-collar,single,secondary,no,-4,yes,no
ABC38336,29,blue-collar,single,secondary,no,213,yes,no
ABC38337,33,services,single,secondary,no,450,yes,no
ABC3834,30,blue-collar,single,tertiary,no,236,yes,no
ABC38343,30,services,single,secondary,no,-100,yes,yes
ABC38345,35,services,single,tertiary,no,1374,yes,no
ABC38347,32,blue-collar,single,tertiary,no,1710,yes,no
ABC38349,34,blue-collar,single,primary,no,4260,yes,no
ABC38350,31,services,single,secondary,no,1340,no,no
ABC15264,44,blue-collar,single,secondary,no,292,no,yes
ABC38356,30,blue-collar,single,unknown,no,878,yes,no
ABC38360,33,services,single,secondary,no,-198,yes,no
ABC38370,35,management,single,tertiary,no,6781,yes,no
ABC38371,38,blue-collar,single,secondary,no,553,yes,no
ABC38381,31,blue-collar,single,secondary,no,184,yes,no
ABC15270,55,self-employed,married,primary,no,0,yes,no
ABC3839,53,blue-collar,single,secondary,no,708,yes,no
ABC38391,29,services,single,secondary,no,405,yes,no
ABC3840,34,blue-collar,single,tertiary,no,586,yes,no
ABC38400,32,management,single,tertiary,no,435,yes,yes
ABC38401,29,blue-collar,single,primary,no,722,yes,no
ABC38403,32,services,single,secondary,no,6042,yes,no
ABC38408,30,management,single,tertiary,no,1692,yes,no
ABC38411,29,student,single,tertiary,no,80,yes,no
ABC38412,34,services,single,secondary,no,6979,yes,no
ABC38415,31,blue-collar,single,secondary,no,210,yes,yes
ABC38426,29,blue-collar,single,tertiary,no,226,yes,no
ABC38430,37,services,single,secondary,no,1175,yes,no
ABC38433,29,management,single,tertiary,no,1388,yes,no
ABC38438,39,blue-collar,single,secondary,no,12,yes,no
ABC3844,52,blue-collar,single,secondary,no,36,yes,no
ABC38440,41,services,single,secondary,no,2002,yes,no
ABC15287,40,entrepreneur,divorced,secondary,no,2998,yes,no
ABC15288,54,blue-collar,single,tertiary,no,467,yes,no
ABC38448,30,services,single,tertiary,no,717,yes,yes
ABC38449,34,services,single,secondary,no,4062,yes,yes
ABC15290,46,self-employed,divorced,primary,no,2084,yes,no
ABC3846,29,blue-collar,single,primary,no,-63,yes,no
ABC38462,50,services,single,primary,no,181,yes,no
ABC38468,48,blue-collar,single,primary,no,244,yes,no
ABC38472,30,management,single,secondary,no,340,yes,no
ABC38490,33,blue-collar,single,primary,no,165,yes,no
ABC38494,35,blue-collar,single,secondary,no,1501,yes,no
ABC3850,37,blue-collar,single,unknown,no,2188,no,no
ABC38504,30,management,single,tertiary,no,1761,yes,no
ABC38505,29,blue-collar,single,tertiary,no,940,yes,no
ABC38508,31,services,single,secondary,no,-1,yes,no
ABC38515,36,blue-collar,single,secondary,no,103,yes,no
ABC38517,37,services,single,secondary,no,309,yes,no
ABC38519,39,blue-collar,single,secondary,no,400,yes,no
ABC38526,33,blue-collar,single,secondary,no,1064,yes,no
ABC38529,31,management,single,tertiary,no,74,yes,yes
ABC38530,30,blue-collar,single,secondary,no,-109,yes,no
ABC38534,34,management,single,tertiary,no,2360,yes,no
ABC38541,29,student,single,secondary,no,949,yes,no
ABC3856,32,management,single,secondary,no,916,yes,no
ABC38560,38,services,single,secondary,no,70,yes,no
ABC38561,30,management,single,tertiary,no,9,yes,yes
ABC38563,30,blue-collar,single,secondary,no,1395,yes,no
ABC38566,40,services,single,secondary,no,65,yes,no
ABC15313,30,services,divorced,primary,no,459,yes,no
ABC38577,34,management,single,tertiary,no,-184,yes,yes
ABC3858,32,blue-collar,single,primary,no,100,yes,no
ABC38582,44,services,single,secondary,no,532,yes,no
ABC38583,41,services,single,secondary,no,90,yes,no
ABC38588,39,blue-collar,single,tertiary,no,1674,no,no
ABC15319,32,services,divorced,secondary,no,454,yes,no
ABC38589,31,blue-collar,single,tertiary,no,6138,yes,no
ABC38594,56,blue-collar,single,secondary,no,751,yes,no
ABC15322,56,blue-collar,divorced,secondary,no,179,no,no
ABC38596,39,services,single,secondary,no,315,yes,no
ABC38601,36,student,single,secondary,no,3551,yes,no
ABC38607,41,blue-collar,single,secondary,no,6393,yes,no
ABC38617,43,blue-collar,single,secondary,no,-266,yes,yes
ABC38621,30,management,single,tertiary,no,355,yes,no
ABC38622,32,blue-collar,single,secondary,no,138,yes,no
ABC38623,29,services,single,secondary,no,-349,yes,no
ABC38625,44,management,single,tertiary,no,-1313,yes,yes
ABC3863,29,unemployed,single,tertiary,no,0,yes,yes
ABC38633,36,services,single,secondary,no,185,yes,no
ABC38635,45,blue-collar,single,primary,no,116,yes,no
ABC38641,45,self-employed,single,secondary,no,2762,yes,no
ABC38642,31,services,single,secondary,no,862,yes,no
ABC38645,32,management,single,tertiary,no,6248,yes,no
ABC38648,29,blue-collar,single,secondary,no,244,yes,no
ABC38651,34,management,single,tertiary,no,178,yes,no
ABC38652,29,blue-collar,single,secondary,no,7531,no,no
ABC38655,39,management,single,tertiary,no,11971,yes,no
ABC38656,32,blue-collar,single,secondary,no,574,yes,no
ABC38662,34,services,single,secondary,no,3160,no,no
ABC38664,44,blue-collar,single,primary,no,-234,yes,yes
ABC15344,33,blue-collar,married,secondary,no,661,yes,no
ABC38665,40,management,single,tertiary,no,269,yes,no
ABC38675,45,services,single,secondary,no,1378,yes,no
ABC38678,34,management,single,tertiary,no,1012,yes,yes
ABC38682,33,services,single,secondary,no,239,yes,no
ABC38689,29,blue-collar,single,secondary,no,-219,yes,no
ABC38690,40,services,single,secondary,no,1112,yes,no
ABC38700,39,blue-collar,single,secondary,no,-529,yes,no
ABC38703,33,blue-collar,single,primary,no,-104,yes,no
ABC15353,31,blue-collar,married,secondary,yes,-367,yes,no
ABC38705,29,management,single,tertiary,no,1273,yes,no
ABC38706,31,services,single,secondary,no,320,yes,no
ABC38707,44,management,single,secondary,no,3684,yes,no
ABC38719,33,blue-collar,single,secondary,no,930,yes,no
ABC3872,45,blue-collar,single,secondary,no,636,yes,no
ABC38721,33,services,single,primary,no,-258,yes,no
ABC38725,33,blue-collar,single,primary,no,577,yes,no
ABC3873,30,blue-collar,single,secondary,no,132,yes,no
ABC38736,33,services,single,tertiary,no,701,yes,no
ABC38747,40,blue-collar,single,primary,no,-21,no,no
ABC38748,34,blue-collar,single,tertiary,no,-303,yes,no
ABC38750,47,blue-collar,single,primary,no,159,yes,no
ABC15367,33,blue-collar,married,secondary,no,89,yes,no
ABC3876,29,blue-collar,single,secondary,no,-166,yes,no
ABC38761,29,services,single,secondary,no,-79,yes,yes
ABC38765,29,blue-collar,single,secondary,no,-2,yes,yes
ABC38767,35,management,single,tertiary,no,13,yes,no
ABC38772,29,services,single,secondary,no,23,yes,yes
ABC38779,37,blue-collar,single,tertiary,no,481,no,no
ABC3878,32,blue-collar,single,secondary,no,29,no,no
ABC15374,30,blue-collar,single,secondary,no,183,yes,no
ABC38796,29,services,single,secondary,no,9,yes,no
ABC38797,30,services,single,secondary,no,127,yes,no
ABC38799,31,blue-collar,single,secondary,no,512,yes,no
ABC38804,30,services,single,secondary,no,0,yes,no
ABC3881,32,services,single,secondary,no,422,yes,no
ABC38811,37,services,single,secondary,no,31,yes,no
ABC38814,31,blue-collar,single,secondary,no,1447,yes,no
ABC38820,36,services,single,secondary,no,507,yes,no
ABC38823,32,blue-collar,single,secondary,no,483,yes,yes
ABC38829,36,entrepreneur,single,tertiary,no,145,yes,no
ABC38831,35,management,single,tertiary,no,331,yes,no
ABC38837,34,blue-collar,single,primary,no,464,yes,no
ABC15390,32,self-employed,married,primary,no,102,yes,no
ABC38838,31,services,single,secondary,no,-449,yes,no
ABC15393,41,blue-collar,divorced,primary,no,138,yes,no
ABC38847,32,blue-collar,single,secondary,no,33,yes,no
ABC38848,32,management,single,tertiary,no,347,yes,no
ABC38849,32,services,single,secondary,no,545,yes,no
ABC3885,29,self-employed,single,secondary,no,272,yes,no
ABC38850,36,management,single,tertiary,no,10773,yes,no
ABC38851,33,management,single,tertiary,no,2667,yes,no
ABC38858,31,blue-collar,single,secondary,no,-348,yes,no
ABC38862,30,services,single,secondary,no,1450,yes,no
ABC38863,37,blue-collar,single,secondary,no,6281,yes,no
ABC38867,29,services,single,secondary,no,543,yes,yes
ABC38871,32,services,single,tertiary,no,748,yes,no
ABC38873,30,blue-collar,single,secondary,no,120,yes,no
ABC38878,48,management,single,tertiary,no,336,yes,no
ABC38886,31,management,single,tertiary,no,62,yes,no
ABC38887,32,services,single,secondary,no,396,yes,no
ABC38888,33,services,single,secondary,no,2717,yes,no
ABC38891,43,management,single,tertiary,no,776,no,no
ABC38892,34,self-employed,single,secondary,no,55,yes,no
ABC38898,53,services,single,secondary,no,1162,yes,no
ABC3890,32,entrepreneur,single,tertiary,no,1,yes,yes
ABC38900,33,services,single,secondary,no,2557,yes,no
ABC38901,29,blue-collar,single,secondary,no,534,yes,no
ABC38902,42,blue-collar,single,unknown,no,961,yes,no
ABC15416,30,services,divorced,secondary,no,10,yes,no
ABC38905,29,management,single,tertiary,no,4210,yes,no
ABC38908,32,blue-collar,single,secondary,no,218,yes,no
ABC38911,44,blue-collar,single,primary,no,343,yes,yes
ABC38919,33,blue-collar,single,secondary,no,-320,no,no
ABC3892,34,blue-collar,single,primary,no,85,no,no
ABC38924,29,services,single,secondary,no,305,yes,no
ABC38926,32,services,single,secondary,yes,687,yes,no
ABC38931,38,blue-collar,single,primary,no,378,yes,no
ABC38940,30,blue-collar,single,secondary,no,3950,yes,no
ABC38944,36,management,single,tertiary,no,1496,yes,no
ABC38951,32,services,single,secondary,no,211,yes,no
ABC38952,29,blue-collar,single,secondary,no,1856,yes,yes
ABC38953,30,services,single,secondary,no,438,yes,no
ABC38957,31,services,single,tertiary,no,493,yes,no
ABC15431,51,self-employed,divorced,secondary,no,9228,no,no
ABC38958,30,services,single,secondary,no,631,yes,no
ABC38972,32,management,single,tertiary,no,229,yes,no
ABC38973,33,blue-collar,single,tertiary,no,2164,yes,no
ABC38979,29,services,single,secondary,no,200,yes,no
ABC38980,33,services,single,secondary,no,1659,yes,no
ABC15439,34,services,divorced,secondary,no,-251,no,no
ABC38986,38,entrepreneur,single,tertiary,yes,-38,yes,no
ABC38987,30,management,single,tertiary,no,3410,yes,no
ABC38988,35,self-employed,single,tertiary,no,0,yes,yes
ABC38990,31,services,single,secondary,no,1374,yes,no
ABC38991,29,services,single,secondary,no,460,yes,no
ABC38992,42,blue-collar,single,primary,no,-376,yes,no
ABC38994,35,services,single,secondary,no,57,yes,no
ABC39007,32,blue-collar,single,secondary,no,55,yes,no
ABC39008,33,blue-collar,single,tertiary,no,8047,yes,no
ABC39012,52,services,single,unknown,no,872,yes,no
ABC39016,30,blue-collar,single,tertiary,no,1922,yes,no
ABC15452,43,entrepreneur,married,secondary,no,104,yes,no
ABC39017,29,services,single,secondary,no,-287,yes,no
ABC3902,41,blue-collar,single,secondary,no,28,no,no
ABC39021,30,blue-collar,single,secondary,no,1165,yes,no
ABC39023,33,services,single,secondary,no,1430,yes,no
ABC39029,39,blue-collar,single,primary,no,656,yes,no
ABC39035,33,management,single,tertiary,no,2294,yes,no
ABC39037,30,management,single,secondary,no,-383,yes,no
ABC39043,31,management,single,tertiary,no,518,yes,no
ABC39045,31,services,single,secondary,no,1129,yes,no
ABC39047,29,blue-collar,single,secondary,no,391,yes,no
ABC39048,31,services,single,secondary,no,91,yes,no
ABC39049,33,blue-collar,single,secondary,no,-38,yes,no
ABC39052,32,services,single,secondary,no,92,yes,no
ABC39054,35,blue-collar,single,primary,no,-4,yes,no
ABC39056,29,management,single,tertiary,no,797,yes,no
ABC39057,30,self-employed,single,unknown,no,-142,yes,no
ABC39058,38,services,single,secondary,no,144,yes,no
ABC39059,32,services,single,secondary,no,3950,yes,no
ABC39060,30,blue-collar,single,secondary,no,327,yes,no
ABC39062,34,management,single,tertiary,no,138,yes,no
ABC39063,29,blue-collar,single,secondary,no,922,yes,no
ABC39065,32,blue-collar,single,secondary,no,1670,yes,no
ABC39067,30,services,single,secondary,no,219,yes,yes
ABC3907,36,management,single,tertiary,no,146,yes,no
ABC39071,31,blue-collar,single,primary,no,2369,yes,no
ABC39072,34,blue-collar,single,unknown,no,-90,yes,no
ABC39074,48,blue-collar,single,unknown,no,428,yes,no
ABC39082,33,blue-collar,single,unknown,no,135,yes,no
ABC15480,36,management,married,tertiary,no,625,yes,no
ABC39083,31,blue-collar,single,tertiary,no,-162,yes,no
ABC39085,30,blue-collar,single,secondary,no,963,yes,no
ABC39090,33,blue-collar,single,secondary,no,315,yes,no
ABC39092,29,blue-collar,single,secondary,no,468,yes,no
ABC39096,29,services,single,secondary,no,40,yes,no
ABC39098,31,management,single,tertiary,no,-234,yes,no
ABC39101,29,services,single,tertiary,no,1501,yes,no
ABC39102,56,services,single,secondary,no,791,yes,no
ABC39103,29,blue-collar,single,secondary,no,-218,yes,no
ABC39106,30,blue-collar,single,unknown,no,694,yes,yes
ABC39110,45,unemployed,single,secondary,no,382,yes,yes
ABC39113,40,blue-collar,single,unknown,no,1074,yes,no
ABC39115,36,services,single,secondary,no,165,yes,no
ABC39119,39,services,single,primary,no,471,yes,no
ABC39125,31,services,single,unknown,no,919,yes,no
ABC39127,35,entrepreneur,single,tertiary,no,3302,yes,yes
ABC39128,34,entrepreneur,single,tertiary,no,1068,yes,no
ABC39129,36,services,single,secondary,no,319,yes,no
ABC39130,34,services,single,tertiary,no,4254,yes,no
ABC39141,29,blue-collar,single,secondary,no,577,yes,no
ABC3915,29,management,single,tertiary,no,0,no,no
ABC39156,35,services,single,secondary,no,184,yes,no
ABC39158,44,blue-collar,single,secondary,no,59,yes,no
ABC3916,30,services,single,tertiary,no,136,yes,yes
ABC39160,30,management,single,tertiary,no,264,yes,no
ABC39163,31,services,single,secondary,no,258,yes,no
ABC39168,38,services,single,secondary,no,1560,yes,no
ABC3917,35,services,single,primary,no,8,yes,no
ABC39175,30,services,single,secondary,no,3068,yes,no
ABC3918,37,services,single,secondary,no,934,yes,no
ABC15513,32,services,divorced,secondary,no,-46,no,yes
ABC39180,38,management,single,tertiary,no,2368,yes,no
ABC39182,30,management,single,tertiary,no,2017,yes,no
ABC39183,36,blue-collar,single,secondary,no,23,yes,no
ABC39186,35,blue-collar,single,secondary,no,-295,yes,yes
ABC39188,29,management,single,tertiary,no,2637,yes,no
ABC39189,30,blue-collar,single,secondary,no,778,yes,no
ABC39192,43,services,single,secondary,no,-63,yes,no
ABC39193,35,management,single,tertiary,no,-292,yes,no
ABC39196,32,services,single,unknown,no,2692,yes,no
ABC15523,31,blue-collar,divorced,secondary,no,0,yes,yes
ABC39198,33,services,single,secondary,no,-371,yes,yes
ABC39206,40,blue-collar,single,secondary,no,191,yes,no
ABC39207,34,blue-collar,single,primary,no,4723,yes,no
ABC39208,29,entrepreneur,single,tertiary,no,219,yes,no
ABC39209,30,retired,single,secondary,no,48,no,no
ABC3921,50,management,single,tertiary,no,567,yes,no
ABC15530,31,management,married,tertiary,no,325,yes,no
ABC39217,31,blue-collar,single,tertiary,no,-241,yes,no
ABC39219,33,blue-collar,single,secondary,no,1279,yes,no
ABC39222,37,services,single,secondary,no,16,no,no
ABC3923,45,blue-collar,single,tertiary,no,4537,yes,no
ABC39231,35,services,single,secondary,no,181,yes,no
ABC39232,51,blue-collar,single,primary,no,55,yes,no
ABC39233,33,management,single,secondary,no,219,yes,no
ABC39238,35,management,single,tertiary,no,9336,yes,no
ABC39247,45,services,single,secondary,no,2394,yes,yes
ABC39248,30,blue-collar,single,secondary,no,8950,yes,no
ABC39250,30,services,single,secondary,no,177,yes,no
ABC39256,36,blue-collar,single,primary,no,90,yes,no
ABC39263,47,blue-collar,single,secondary,no,57,yes,no
ABC39264,29,services,single,secondary,no,596,yes,no
ABC39266,31,management,single,secondary,no,1310,yes,no
ABC3927,55,management,single,tertiary,no,1464,yes,no
ABC39273,33,self-employed,single,secondary,no,136,yes,no
ABC39279,30,blue-collar,single,secondary,no,583,no,no
ABC3928,40,services,single,secondary,no,-61,yes,yes
ABC39281,34,blue-collar,single,primary,no,18,no,no
ABC39287,32,blue-collar,single,unknown,no,258,yes,no
ABC39295,31,services,single,secondary,no,-422,yes,no
ABC39300,31,unemployed,single,secondary,no,500,yes,no
ABC39301,31,blue-collar,single,primary,no,342,yes,no
ABC39306,32,services,single,tertiary,no,902,yes,no
ABC39313,29,blue-collar,single,secondary,no,1472,no,no
ABC39317,49,services,single,secondary,no,1150,yes,no
ABC39319,37,management,single,tertiary,no,10269,yes,no
ABC39320,32,blue-collar,single,secondary,no,-472,yes,yes
